Data;Corrente Total;Tensão Fase AB;Tensão Fase BC;Tensão Fase CA
14-fev-18 13:00:01;42,15162659;394,7585754;395,7585754;394,9755554
14-fev-18 13:30:01;27,43708611;393,7208862;395,2227783;393,7208862
14-fev-18 14:00:01;21,55264473;390,4737854;391,910675;391,0212708
14-fev-18 14:30:01;14,82387066;390,8000183;392,2000122;389,3553467
14-fev-18 15:00:01;6,266544819;390,9246521;391,5470886;389,820343
14-fev-18 15:30:01;24,05046272;393,2959595;395,2381897;393,5854187
14-fev-18 16:00:01;15,4845171;391,8727722;393,8252258;392,9292908
14-fev-18 16:30:01;14,74071693;391,9609985;393,2251892;392,8161011
14-fev-18 17:00:01;14,89325905;393,193634;394,7742615;393,6307068
14-fev-18 17:30:01;5,933141708;388,4485474;391,0131226;389,9056396
14-fev-18 18:00:01;3,912473202;387,9845581;389,384552;388,1440125
14-fev-18 18:30:01;5,854215622;386,4975586;388,3762207;385,8737183
14-fev-18 19:00:01;4,771068573;388,9957275;389,5835876;388,8819885
14-fev-18 19:30:01;2,987710714;387,0863953;388,9169617;387,354126
15-fev-18 07:30:01;2,536950111;390,0765076;390,0319214;389,1009827
15-fev-18 08:00:01;5,4220438;390,5915833;390,4283447;389,5915833
15-fev-18 08:30:01;5,110494614;388,1008911;388,0508423;387,1008911
15-fev-18 09:00:01;25,19160652;387,893219;388,5198669;386,8475952
15-fev-18 09:30:01;11,73208141;387,8218384;388,184845;386,421814
15-fev-18 10:00:01;21,36948776;390,1745605;390,3745728;389,227478
15-fev-18 10:30:01;21,6339283;390,6000061;390,0382385;389,9010315
15-fev-18 11:00:01;27,36546516;393,9541931;393,9801331;393,1704712
15-fev-18 11:30:01;24,41475868;392,2696533;392,938446;391,1669312
15-fev-18 12:00:01;25,24019432;393,4696655;395,1294861;392,6989746
15-fev-18 12:30:01;30,70068932;396,9461975;397,2783203;395,5167847
15-fev-18 13:00:01;37,77700424;393,6577759;394,8457642;393,0368347
15-fev-18 13:30:01;21,07180023;388,1244507;389,9691467;387,4990845
15-fev-18 14:00:01;23,21836472;389,0686951;389,2073975;387,5458069
15-fev-18 14:30:01;20,35502625;390,3556824;390,7556763;389,0236511
15-fev-18 15:00:01;19,34078407;392,1171875;393,349823;391,5749207
15-fev-18 15:30:01;27,27220154;394,8130493;394,3265076;393,4753723
15-fev-18 16:00:01;21,14564323;392,9052734;392,5722351;391,6593323
15-fev-18 16:30:01;32,81411743;395,0181885;395,7411499;393,1255798
15-fev-18 17:00:01;8,642848015;390,9883423;391,3747559;389,4763489
15-fev-18 17:30:01;2,229202271;387,452179;388,8124695;386,9043274
15-fev-18 18:00:01;2,075201988;389,0298767;390,7569275;388,6835632
16-fev-18 07:30:01;1,670976162;388,4209595;388,8209839;387,8236084
16-fev-18 08:00:01;3,46405077;387,0609741;387,2591858;386,6637878
16-fev-18 08:30:01;6,769382954;387,6982422;388;386,9971313
16-fev-18 09:00:01;9,368749619;387,4760132;387,8371277;387,4462585
16-fev-18 09:30:01;29,14262772;390,9346313;391,7243347;390,5346375
16-fev-18 10:00:01;30,91855049;392,3999939;393,2000122;391,8609619
16-fev-18 10:30:01;35,4796257;392,4858704;392,9714661;391,7738037
16-fev-18 11:00:01;37,21521759;392,6733704;394,0185547;392,3467102
16-fev-18 11:30:01;38,95080948;393,8448486;394,8020325;393,4560547
16-fev-18 12:00:01;40,68640137;394,6885071;396,4859314;394,6458435
16-fev-18 12:30:01;41,85636139;396,0314026;396,9892578;395,6314087
16-fev-18 13:00:01;41,675354;393,6876526;394,5890198;393,1862793
16-fev-18 13:30:01;41,70287704;395,980896;397,3760986;394,2442932
16-fev-18 14:00:01;41,73040009;395,1805725;396,3757324;395,8194275
16-fev-18 14:30:01;41,75792694;394,3652344;395,3455811;394,6765747
16-fev-18 15:00:01;12,10729313;389,4261475;389,6767578;388,2356567
16-fev-18 15:30:01;11,65017128;390,7380981;391,3130188;390,4173889
16-fev-18 16:00:01;20,46664047;392,3711243;392,8670349;392,3365173
16-fev-18 16:30:01;33,88693619;394,4440308;395,3930664;394,6276245
16-fev-18 17:00:01;12,59544945;393,4210205;394,0991516;391,8120728
16-fev-18 17:30:01;5,911947727;390,9722595;392,201355;391,1433716
16-fev-18 18:00:01;2,516214609;392,4761963;393,2182922;392,4761963
16-fev-18 18:30:01;2,350040197;389,5639343;391,5832825;391,2079468
16-fev-18 19:00:01;2,183866024;388,9911499;389,6814575;388,8000183
16-fev-18 19:30:01;2,017691851;387,2747803;388,232666;387,7180176
17-fev-18 07:00:01;1,609424114;392,6000061;393,2000122;392,2183228
17-fev-18 07:30:01;3,0314219;388,6075134;389,4005127;388,3213806
17-fev-18 08:00:01;6,527686596;389,7437134;390,2988586;389,6491699
17-fev-18 08:30:01;11,65023041;389,6985779;389,6398621;388,7568359
17-fev-18 09:00:01;16,8333683;391,3565674;391,5252991;390,6051636
17-fev-18 09:30:01;25,64510345;393,2653198;393,5592651;392,6490784
17-fev-18 10:00:01;30,7561245;394,9453125;394,5670166;394,1051941
17-fev-18 10:30:01;33,80210114;394,5991821;395,3496704;393,5051575
17-fev-18 11:00:01;36,84807968;394,9537964;396,1322937;394,5309448
17-fev-18 11:30:01;40,01252747;396,5504761;397,5912476;396,2728271
17-fev-18 12:00:01;42,1366272;397,4815063;398,3800659;397,4107056
17-fev-18 12:30:01;43,75935364;396,3303223;397,6259766;396,6781616
17-fev-18 13:00:01;49,69634247;397,3952026;399,0484009;397,6980591
17-fev-18 13:30:01;29,38310814;392,9568787;393,8092651;392,4831238
17-fev-18 14:00:01;41,28769302;396,3825684;397,3582458;396,4562988
17-fev-18 14:30:01;43,35953522;395,9889526;396,4519348;395,1952515
17-fev-18 15:00:01;35,15790176;394,9115906;395,5134277;394,7394409
17-fev-18 15:30:01;41,41542816;394,0202942;394,6405945;393,8539429
17-fev-18 16:00:01;I/O Timeout;I/O Timeout;I/O Timeout;I/O Timeout
17-fev-18 16:30:01;I/O Timeout;I/O Timeout;I/O Timeout;I/O Timeout
17-fev-18 17:00:01;14,7701683;392,7297058;393,7964783;392,6839905
17-fev-18 17:30:01;14,24040794;392,0680847;392,4118958;391,7937012
17-fev-18 18:00:01;5,306536674;390,7824402;391,5721741;391,328186
17-fev-18 18:30:01;4,218067646;389,4318542;389,1970215;390,3546448
17-fev-18 19:00:01;3,129598618;387,9802246;389,0770264;388,9022827
17-fev-18 19:30:01;2,041129589;100,7784424;101,0396576;100,8306808
17-fev-18 20:00:01;0,95266068;2,777296782;2,780122042;2,770233393
17-fev-18 20:30:01;0;5,579111099;5,584786415;5,564921856
17-fev-18 21:00:01;0;8,380925179;8,389451027;8,359610558
17-fev-18 21:30:01;0;11,18273926;11,19411564;11,15429974
17-fev-18 22:00:01;0;13,98455429;13,99878025;13,94898796
17-fev-18 22:30:01;0;16,78636742;16,80344391;16,74367714
17-fev-18 23:00:01;0;19,58818245;19,60810852;19,53836441
17-fev-18 23:30:01;0,063903831;22,38999748;22,41277313;22,33305359
