;Corrente Fase A;Corrente Fase B;Corrente Fase C;Corrente Total;Fator de Potência;Frequência;Potência Aparente;Potência Ativa;Potência Reativa;Produção de Energia;Tensão Fase AB;Tensão Fase BC;Tensão Fase CA
25-jan-18 12:18:30;13,97181034;13,93181038;13,98180962;41,11672211;-99,64917755;60,01689911;9672,017578;9671,929688;41,42097092;30919744;397,5434875;399,112854;397,6002808
25-jan-18 12:19:00;13,96219444;13,92219448;13,97219372;41,10950089;-99,65035248;60,01691055;9663,000977;9662,911133;41,79586792;30919846;397,5657043;399,3629456;397,5411682
25-jan-18 12:19:30;13,95257854;13,91257858;13,96257782;41,10227966;-99,6515274;60,01691818;9659,899414;9659,810547;41,43125534;30919924;397,5879211;399,6130066;397,4820862
25-jan-18 12:20:00;13,94296265;13,90296268;13,95296192;41,09505844;-99,65270233;60,01692963;9663,867188;9663,78418;40,18264008;30919972;397,6101379;399,8630676;397,4229736
25-jan-18 12:20:30;13,93334675;13,89334679;13,94334602;41,0878334;-99,65387726;60,01694107;9672,742188;9672,665039;38,93402481;30920042;397,6323547;400,1131592;397,3638916
25-jan-18 12:21:00;13,92373085;13,88373089;13,93373013;41,08061218;-99,65505219;60,01695251;9687,802734;9687,730469;37,68540573;30920142;397,6545715;400,3632202;397,3047791
25-jan-18 12:21:30;13,91411495;13,87411499;13,92411423;41,07339096;-99,65622711;60,01696014;9725,880859;9725,808594;37,4516449;30920220;397,6768188;400,6133118;397,245697
25-jan-18 12:22:00;13,90449905;13,86449909;13,91449833;41,06616974;-99,65740204;60,01697159;9791,96875;9791,893555;38,45293045;30920272;397,6990356;400,8633728;397,1865845
25-jan-18 12:22:30;13,89488316;13,85488319;13,90488243;41,0589447;-99,65857697;60,01698303;9811,546875;9811,472656;38,31929398;30920346;397,7212524;400,7052307;397,1275024
25-jan-18 12:23:00;13,88526726;13,8452673;13,89526653;41,05172348;-99,65975189;60,01699448;9775,106445;9775,039063;36,81873322;30920444;397,7434692;400,0553894;397,0683899
25-jan-18 12:23:30;13,87565136;13,8356514;13,88565063;41,04450226;-99,66092682;60,01700211;9760,700195;9760,638672;35,31816864;30920544;397,765686;399,4055786;397,0093079
25-jan-18 12:24:00;13,86603546;13,8260355;13,87603474;41,03727722;-99,66210175;60,01701355;9773,229492;9773,171875;33,81760788;30920646;397,7879028;398,7557678;396,9501953
25-jan-18 12:24:30;13,85641956;13,8164196;13,86641884;41,030056;-99,66327667;60,01702499;9765,008789;9764,953125;33,22728729;30920724;397,368042;398,105957;396,8911133
25-jan-18 12:25:00;13,84680367;13,8068037;13,85680294;41,02283478;-99,6644516;60,01703262;9731,949219;9731,893555;33,72667313;30920772;396,4189148;397,4561157;396,8320007
25-jan-18 12:25:30;13,83718681;13,79718685;13,84718609;41,01561356;-99,66562653;60,01704407;9685,488281;9685,431641;34,22606277;30920844;395,4697876;396,8063049;396,8041992
25-jan-18 12:26:00;13,82757092;13,78757095;13,83757019;41,00838852;-99,66679382;60,01705551;9623,216797;9623,160156;34,72544861;30920942;394,5206604;396,1564941;396,8132629
25-jan-18 12:26:30;13,81795502;13,77795506;13,82795429;41,0011673;-99,66796875;60,01706696;9594,241211;9594,181641;35,22483444;30921020;394,0586853;395,8496704;396,8223572
25-jan-18 12:27:00;13,80833912;13,76833916;13,81833839;40,99394608;-99,66914368;60,01707458;9605,725586;9605,661133;35,72422028;30921072;394,1887207;395,9596863;396,8314514
25-jan-18 12:27:30;13,79872322;13,75872326;13,8087225;40,98672485;-99,6703186;60,01708603;9597,486328;9597,416992;36,0995369;30921146;394,3187256;396,0697021;396,8405457
25-jan-18 12:28:00;13,78910732;13,74910736;13,7991066;40,97949982;-99,67149353;60,01709747;9564,922852;9564,849609;36,32183456;30921246;394,4487305;396,179718;396,8496399
25-jan-18 12:28:30;13,77949142;13,73949146;13,7894907;40,97227859;-99,67266846;60,01710892;9519,477539;9519,40332;36,54413223;30921346;394,5787659;396,2897339;396,8587036
25-jan-18 12:29:00;13,76987553;13,72987556;13,7798748;40,96505737;-99,67384338;60,01711655;9458,411133;9458,34082;36,7664299;30921446;394,7087708;396,3997498;396,8677979
25-jan-18 12:29:30;13,76025963;13,72025967;13,7702589;40,95783615;-99,67501831;60,01712799;9438,665039;9438,594727;36,98872757;30921524;394,8387756;396,5097656;396,8768921
25-jan-18 12:30:00;13,75064373;13,71064377;13,76064301;40,95061111;-99,67619324;60,01713943;9468,614258;9468,540039;37,21102142;30921572;394,968811;396,6197815;396,8859863
25-jan-18 12:30:30;13,74102783;13,70102787;13,75102711;40,94338989;-99,67736816;60,01715088;9467,270508;9467,193359;37,43331909;30921644;395,0988159;396,7297668;396,8950806
25-jan-18 12:31:00;13,73141193;13,69141197;13,74141121;40,93616867;-99,67854309;60,01715851;9427,732422;9427,652344;37,65561676;30921742;395,2288513;396,8397827;396,9041443
25-jan-18 12:31:30;13,72179604;13,68179607;13,73179531;40,92894363;-99,67971802;60,01716995;9419,925781;9419,844727;37,87791443;30921820;395,3588562;396,9497986;396,9132385
25-jan-18 12:32:00;13,71218014;13,67218018;13,72217941;40,92172241;-99,68089294;60,0171814;9450,529297;9450,448242;38,1002121;30921872;395,4888611;397,0598145;396,9223328
25-jan-18 12:32:30;13,70256424;13,66256428;13,71256351;40,91450119;-99,68206787;60,01718903;9468,337891;9468,258789;38,32250977;30921946;395,6188965;397,1698303;396,931427
25-jan-18 12:33:00;13,69294739;13,65294743;13,70294666;40,90727997;-99,6832428;60,01720047;9471,078125;9471,000977;38,54480743;30922046;395,7489014;397,2798462;396,9405212
25-jan-18 12:33:30;13,68333149;13,64333153;13,69333076;40,90005493;-99,6844101;60,01721191;9473,817383;9473,742188;38,76710129;30922146;395,8789063;397,3898621;396,949585
25-jan-18 12:34:00;13,67371559;13,63371563;13,68371487;40,89283371;-99,68558502;60,01722336;9476,557617;9476,484375;38,98939896;30922246;396,0089417;397,4998779;396,9586792
25-jan-18 12:34:30;13,66409969;13,62409973;13,67409897;40,88561249;-99,68675995;60,01723099;9494,674805;9494,600586;39,21169662;30922324;396,1389465;397,6098633;396,9677734
25-jan-18 12:35:00;13,6544838;13,61448383;13,66448307;40,87839127;-99,68793488;60,01724243;9531,803711;9531,725586;39,43399429;30922372;396,2689514;397,7198792;396,9768677
25-jan-18 12:35:30;13,6448679;13,60486794;13,65486717;40,87116623;-99,6891098;60,01725388;9512,819336;9512,739258;39,65629196;30922444;396,3989868;397,829895;396,9859619
25-jan-18 12:36:00;13,635252;13,59525204;13,64525127;40,86394501;-99,69028473;60,01726532;9426,325195;9426,242188;39,87858963;30922542;396,5289917;397,9399109;396,9950256
25-jan-18 12:36:30;11,90406036;11,87085533;11,91632462;35,69124222;-99,69145966;60,01727295;8184,276367;8184,206055;33,88446808;30922620;395,1503906;396,6409912;395,5050964
25-jan-18 12:37:00;8,101032257;8,082799911;8,11828804;24,30212021;-99,69263458;60,01728439;5551,570801;5551,532715;20,40917206;30922672;391,9562683;393,6464844;392,2111206
25-jan-18 12:37:30;7,841161728;7,824388504;7,858903885;23,52445412;-99,69380951;60,01729584;5363,929688;5363,911621;13;30922724;391,2838135;393,0838013;391,6644287
25-jan-18 12:38:00;11,90890789;11,87708664;11,92163467;35,70763016;-99,69498444;60,01730728;8162,693359;8162,681641;13;30922772;393,6913452;395,4913635;394,4732361
25-jan-18 12:38:30;14,12684059;14,08760071;14,13684082;42,35128403;-99,69615936;60,01731491;9679,016602;9678,995117;18,00508118;30922844;394,6354675;396,6936035;395,6810303
25-jan-18 12:39:00;14,14182854;14,10425472;14,15182877;42,39791489;-99,69733429;60,01732635;9668,078125;9668,029297;28,9707222;30922944;393,836853;396,4604492;394,9822388
25-jan-18 12:39:30;14,15681744;14,12090778;14,16681671;42,44454193;-99,69850922;60,0173378;9684,790039;9684,726563;34,77498245;30923024;393,038208;396,2272949;394,2834473
25-jan-18 12:40:00;14,17180538;14,13756084;14,18180466;42,49117279;-99,69968414;60,01734543;9735,273438;9735,212891;34,2751236;30923074;392,2395935;395,9941406;393,5846252
25-jan-18 12:40:30;14,18679333;14,15421391;14,1967926;42,53779984;-99,70085907;60,01735687;9752,703125;9752,648438;32,42581177;30923146;392,250061;395,7609863;393,605072
25-jan-18 12:41:00;14,20178127;14,17086697;14,21178055;42,58443069;-99,70202637;60,01736832;9729,666992;9729,625;28,9244976;30923244;393,2510986;395,527832;394,5059814
25-jan-18 12:41:30;12,07886028;12,04660225;12,08660221;36,21206665;-99,70320129;60,01737976;8249,850586;8249,80957;25,42318535;30923322;392,8518372;394,5872803;394,0969849
25-jan-18 12:42:00;7,360118866;7,322862148;7,36286211;22,04584312;-99,70437622;60,01738739;5001,230957;5001,175781;21,92187119;30923370;390,7523804;392,7877808;392,0975037
25-jan-18 12:42:30;7,010366917;6,970366955;7,012625217;20,99335861;-99,70555115;60,01739883;4767,347168;4767,286133;23,16180801;30923420;390,9098816;392,9743958;392,1743774
25-jan-18 12:43:00;11,97682285;11,93682289;11,98408794;35,8977356;-99,70672607;60,01741028;8201,80957;8201,750977;30,17091942;30923472;393,8136597;395,5777893;394,777771
25-jan-18 12:43:30;14,30419445;14,26495075;14,31419468;44,10351563;-99,707901;60,01742172;10093,24805;10093,19824;31,05105019;30923546;395,0255432;396,6370544;395,8709412
25-jan-18 12:44:00;13,45384026;13,41626358;13,46383953;44,2435112;-99,70907593;60,01742935;10126,72852;10126,69727;24,55126572;30923644;394,2002563;395,8370667;395,1456909
25-jan-18 12:44:30;12,60348606;12,56757641;12,61348534;42,55310059;-99,71025085;60,0174408;9690,152344;9690,126953;21,90702438;30923722;393,374939;395,0370789;394,4204102
25-jan-18 12:45:00;11,75313187;11,71888924;11,76313114;38,65810013;-99,71142578;60,01745224;8687,428711;8687,394531;23,90649033;30923772;392,5496216;394,2370911;393,6951294
25-jan-18 12:45:30;10,90277767;10,87020302;10,91277695;34,76309967;-99,71260071;60,01746368;7773,272461;7773,234863;24,31929588;30923824;391,7243347;393,4370728;392,9698486
25-jan-18 12:46:00;10,05242348;10,02151585;10,06242275;30,86810112;-99,71377563;60,01747131;6966,020996;6965,983398;22,81696701;30923874;390,8990173;392,637085;392,2445984
25-jan-18 12:46:30;8,677372932;8,645090103;8,687372208;26,0098362;-99,71495056;60,01748276;5897,811035;5897,743164;25,1941967;30923946;390,0737;391,8370972;391,5193176
25-jan-18 12:47:00;6,676872253;6,63958931;6,686872005;20,00333405;-99,71612549;60,0174942;4518,533691;4518,398438;32,19594574;30924044;389,2484131;391,0371094;390,7940369
25-jan-18 12:47:30;5,642437935;5,602437973;5,652438164;16,89731407;-99,71730042;60,01750183;3799,468506;3799,322998;32,58010864;30924100;388,3440247;390,2371216;389,898407
25-jan-18 12:48:00;5,757257938;5,717257977;5,767258167;17,24177551;-99,71847534;60,01751328;3865,806885;3865,718994;25,09184074;30924100;387,3456116;389,4371338;388,8001404
25-jan-18 12:48:30;7,348111153;7,308111191;7,358111382;22,01433372;-99,71964264;60,01752472;4952,244629;4952,179688;25,30773163;30924144;387,9789734;389,95224;389,1069031
25-jan-18 12:49:00;10,71721172;10,67721176;10,72721195;32,12163544;-99,72081757;60,01753616;7267,645508;7267,562012;34,80519867;30924246;390,5782776;392,0516968;391,1063843
25-jan-18 12:49:30;11,6421566;11,6032896;11,65215683;33,72608566;-99,72199249;60,01754379;7625,817383;7625,73291;35,92908096;30924302;391,1405945;392,4762878;391,5215149
25-jan-18 12:50:00;9,616160393;9,579794884;9,626160622;25,0646534;-99,72316742;60,01755524;5620,937988;5620,873535;26,9431572;30924302;389,2435608;390,8787842;390,0238647
25-jan-18 12:50:30;7,590164185;7,556299686;7,600164413;18,73485565;-99,72434235;60,01756668;4175,484375;4175,427734;21,96251106;30924324;388,1795654;389,9836426;389,1836548
25-jan-18 12:51:00;5,564168453;5,532804966;5,574168205;15,25598526;-99,72551727;60,01757813;3414,049072;3413,98584;21,87918282;30924372;388,1340942;389,9472656;389,1472778
25-jan-18 12:51:30;4,476376534;4,446376324;4,486376286;13,32274437;-99,7266922;60,01758575;2945,994141;2945,924316;21,79585457;30924400;388,0886536;389,9109192;389,1109314
25-jan-18 12:52:00;4,512368202;4,482367992;4,522367954;13,24086475;-99,72786713;60,0175972;2829,351074;2829,274658;21,71252632;30924400;388,0431824;389,8745422;389,0745544
25-jan-18 12:52:30;4,548359871;4,518359661;4,558359623;13,15898514;-99,72904205;60,01760864;2731,606445;2731,525635;21,62919807;30924422;387,9977417;389,8381958;389,0381775
25-jan-18 12:53:00;4,584352016;4,554351807;4,594351768;13,07710648;-99,73021698;60,01761627;2656,265625;2656,182617;21,54586983;30924472;387,9522705;389,8018188;389,0018311
25-jan-18 12:53:30;4,620343685;4,590343475;4,630343437;12,99522686;-99,73139191;60,01762772;2604,867188;2604,782715;21,46254349;30924500;387,9068298;389,7654419;388,9654541
25-jan-18 12:54:00;4,656335354;4,626335621;4,666335583;12,91334724;-99,73256683;60,01763916;2582,333008;2582,247803;21,37921524;30924500;387,8613586;389,7290955;388,9291077
25-jan-18 12:54:30;4,692327499;4,66232729;4,702327251;12,83146763;-99,73374176;60,0176506;2557,767334;2557,681152;21,29588699;30924522;387,815918;389,6927185;388,8927307
25-jan-18 12:55:00;4,728319168;4,698318958;4,73831892;12,74958801;-99,73491669;60,01765823;2530,782471;2530,695557;21,21255875;30924574;387,7704468;389,6563721;388,8563538
25-jan-18 12:55:30;4,764310837;4,734311104;4,774311066;12,6677084;-99,73609161;60,01766968;2522,216553;2522,12915;21,1292305;30924602;387,7250061;389,6199951;388,8200073
25-jan-18 12:56:00;4,800302982;4,770302773;4,810302734;12,58582973;-99,73725891;60,01768112;2535,673584;2535,58667;21,04590225;30924602;387,6795349;389,5836487;388,7836304
25-jan-18 12:56:30;4,836294651;4,806294441;4,846294403;12,50395012;-99,73843384;60,01769257;2523,058105;2522,966797;21,08983803;30924624;387,6340942;389,5472717;388,7472534
25-jan-18 12:57:00;4,87228632;4,842286587;4,882286549;12,4220705;-99,73960876;60,0177002;2478,4646;2478,362793;21,28986549;30924674;387,588623;389,5108948;388,710907
25-jan-18 12:57:30;4,908278465;4,878278255;4,918278217;12,34019089;-99,74078369;60,01771164;2460,003174;2459,897705;21,48989105;30924702;387,5431824;389,4745483;388,67453
25-jan-18 12:58:00;4,944270134;4,914270401;4,954270363;12,25831127;-99,74195862;60,01772308;2472,994629;2472,894287;21,68991852;30924702;387,4977112;389,4381714;388,6381836
25-jan-18 12:58:30;4,980261803;4,95026207;4,990262032;12,17643166;-99,74313354;60,01773453;2530,472168;2530,378174;21,88994598;30924702;387,4522705;389,401825;388,6018066
25-jan-18 12:59:00;5,016253948;4,986253738;5,0262537;12,09455299;-99,74430847;60,01774216;2641,608398;2641,522461;22,08997154;30924702;387,4067993;389,365448;388,5654297
25-jan-18 12:59:30;5,052245617;5,022245884;5,062245846;12,44493008;-99,7454834;60,0177536;2760,158203;2760,076416;22,28999901;30924724;387,3613586;389,3291016;388,5290833
25-jan-18 13:00:00;5,088237286;5,058237553;5,098237514;13,31126118;-99,74665833;60,01776505;2887,556396;2887,474609;22,49002457;30924772;387,315918;389,2927246;388,4927063
25-jan-18 13:00:30;5,124229431;5,094229698;5,13422966;14,17759228;-99,74783325;60,01777267;3074,512451;3074,431885;22,69005203;30924800;387,2704468;389,2563477;388,4563293
25-jan-18 13:01:00;5,1602211;5,130221367;5,170221329;15,04392242;-99,74900818;60,01778412;3333,018311;3332,940674;22,8900795;30924800;387,2250061;389,2200012;388,4199829
25-jan-18 13:01:30;7,434624195;7,402369976;7,444624424;22,28161812;-99,75018311;60,01779556;5024,220215;5024,152344;24,12731171;30924822;387,9886169;389,943573;389,6174927
25-jan-18 13:02:00;12,43971252;12,40245342;12,44971275;37,29187775;-99,75135803;60,01780701;8463,197266;8463,149414;26,62985611;30924872;389,7392883;391,5941772;392,3202515
25-jan-18 13:02:30;15,61428356;15,5742836;15,62654495;46,81511307;-99,75253296;60,01781464;10651,62012;10651,58203;28,22618866;30924944;391,4899292;393,244812;394,0262146
25-jan-18 13:03:00;16,57402802;16,5340271;16,59128761;49,69934464;-99,75370789;60,01782608;11326,93848;11326,90234;28,72605705;30925046;393,2406006;394,8954163;394,526062
25-jan-18 13:03:30;15,03720188;14,99946594;15,05493641;45,09160614;-99,75488281;60,01783752;10259,19531;10259,15527;27,86783791;30925146;392,6602783;394,2149963;393,3055725
25-jan-18 13:04:00;10,4731493;10,44042397;10,48587513;31,39944839;-99,75605011;60,01784897;7077,894043;7077,845215;25,36287117;30925244;389,2535095;390,7080383;389,9989929
25-jan-18 13:04:30;9,950341225;9,920341492;9,960341454;29,83102608;-99,75722504;60,0178566;6713,606445;6713,547363;28,09827614;30925344;388,8571777;390,3027039;389,6571655
25-jan-18 13:05:00;14,24996758;14,21996689;14,25996685;42,72990036;-99,75839996;60,01786804;9710,87207;9710,800781;37,08703995;30925446;392,0531921;393,5985718;392,8531799
25-jan-18 13:05:30;16,51266861;16,48153496;16,52266693;49,51687241;-99,75957489;60,01787949;11291,06934;11290,99121;41,77316666;30925524;393,6185608;395,2412109;394,4412231
25-jan-18 13:06:00;16,32007027;16,28643417;16,33006859;48,93657303;-99,76074982;60,01789093;11163,13574;11163,05957;41,27290726;30925572;393,2183533;394,8910217;394,0910339
25-jan-18 13:06:30;16,12747002;16,09133339;16,13746834;48,35627365;-99,76192474;60,01789856;11020,80957;11020,73438;40,77264786;30925644;392,8181458;394,540863;393,7408752
25-jan-18 13:07:00;15,93487072;15,8962326;15,94487;47,77597427;-99,76309967;60,01791;10861,05859;10860,98438;40,27239227;30925742;392,4179382;394,1906738;393,390686
25-jan-18 13:07:30;13,26977062;13,23431015;13,27977085;39,78385162;-99,7642746;60,01792145;9014,585938;9014,523438;33,41785049;30925820;390,4750366;392,3658142;391,5204163
25-jan-18 13:08:00;7,649067879;7,623573303;7,659068108;22,93170929;-99,76544952;60,01792908;5151,820313;5151,785156;18,96746254;30925872;386,6880188;388,7781372;387,8330994
25-jan-18 13:08:30;5,432726383;5,410480499;5,442726612;16,28593254;-99,76662445;60,01794052;3622,414063;3622,388916;13,4707365;30925902;385,7680054;387,8332214;386,9679871
25-jan-18 13:09:00;7,400316715;7,373064041;7,410316944;22,18369675;-99,76779938;60,01795197;4960,687012;4960,650879;18,97798729;30925902;388,3714294;390,136261;389,5714111
25-jan-18 13:09:30;7,649767399;7,617505074;7,657505035;22,92477608;-99,7689743;60,01796341;5136,058594;5136,006836;22,09025764;30925924;389,1665955;390,8118286;390,3665771
25-jan-18 13:10:00;5,809984207;5,772708893;5,812708855;17,395401;-99,77014923;60,01797104;3897,357666;3897,286377;22,29026604;30925974;387,7629395;389,5084534;388,9629517
25-jan-18 13:10:30;4,931027889;4,891027927;4,931027889;14,75308418;-99,77132416;60,01798248;3309,481934;3309,404785;22,49027634;30926024;387,5007324;389,255249;388,7007446
25-jan-18 13:11:00;5,196169376;5,156169415;5,196169376;15,54850864;-99,77249908;60,01799393;3496,571533;3496,504639;22,69028473;30926072;388,5977478;390,2525024;389,79776
25-jan-18 13:11:30;6,399693966;6,359694004;6,404242039;19,16363144;-99,77366638;60,01800537;4345,754395;4345,69873;22,89029503;30926122;389,6947327;391,2497864;390,8947449
25-jan-18 13:12:00;8,715797424;8,675797462;8,730285645;26,12188148;-99,77484131;60,018013;5979,937988;5979,893066;23,09030342;30926172;390,791748;392,2470703;391,9917603
25-jan-18 13:12:30;9,629150391;9,589150429;9,646916389;28,86521721;-99,77601624;60,01802444;6606,118164;6606,075684;23,29031372;30926222;391,3330688;392,7330933;392,5107727
25-jan-18 13:13:00;8,796778679;8,756778717;8,809529305;26,3630867;-99,77719116;60,01803589;5977,835938;5977,785156;23,49032211;30926272;391,1828308;392,5828552;392,3104553
25-jan-18 13:13:30;9,165323257;9,125323296;9,175322533;26,86534119;-99,77836609;60,01804733;6061,604492;6061,552734;23,69033241;30926322;391,0326233;392,4326172;392,1101379
25-jan-18 13:14:00;10,99436283;10,95436287;11,00436306;31,02137947;-99,77954102;60,01805496;7011,333008;7011,290039;23,89034081;30926372;390,8823853;392,2823792;391,9098511
25-jan-18 13:14:30;12,8234024;12,78340244;12,83340263;36,3790741;-99,78071594;60,01806641;8246,210938;8246,165039;27,38359833;30926444;391,4767456;392,9218445;392,4316101
25-jan-18 13:15:00;14,65244293;14,61244297;14,66244316;43,19521713;-99,78189087;60,01807785;9827,171875;9827,110352;34,87386322;30926544;392,9747925;394,5197449;393,8298035
25-jan-18 13:15:30;15,6133728;15,57337284;15,62337303;46,81011963;-99,7830658;60,01808548;10680,55566;10680,48438;38,88764572;30926644;393,8000183;395,3663025;394,6000061
25-jan-18 13:16:00;15,50955677;15,46955681;15,51955605;46,49866867;-99,78424072;60,01809692;10641,55566;10641,48438;38,6374855;30926744;393,8000183;395,2912292;394,6000061
25-jan-18 13:16:30;15,40573978;15,36573982;15,41574001;46,18722153;-99,78541565;60,01810837;10564,66113;10564,58887;38,38732529;30926822;393,8000183;395,2161865;394,6000061
25-jan-18 13:17:00;15,30192375;15,26192379;15,31192398;45,87577438;-99,78659058;60,01811981;10441,2793;10441,20605;38,13716507;30926872;393,8000183;395,1411438;394,6000061
25-jan-18 13:17:30;15,19810772;15,15810776;15,20810795;45,56432343;-99,7877655;60,01812744;10351,0625;10350,98926;37,88700867;30926944;393,8000183;395,0661011;394,6000061
25-jan-18 13:18:00;15,09429169;15,05429173;15,10429096;45,25287628;-99,78894043;60,01813889;10300,52344;10300,4502;37,63684845;30927046;393,8000183;394,9910583;394,6000061
25-jan-18 13:18:30;14,99047565;14,95047569;15,00047493;44,94142532;-99,79011536;60,01815033;10239,76563;10239,69238;37,38668823;30927124;393,8000183;394,9160156;394,6000061
25-jan-18 13:19:00;14,88665962;14,84665966;14,8966589;44,62997818;-99,79128265;60,01816177;10166,85742;10166,78906;37,13652802;30927172;393,8000183;394,8409729;394,6000061
25-jan-18 13:19:30;13,02493477;12,98720455;13,03493404;39,04707336;-99,79245758;60,0181694;8859,655273;8859,594727;32,91305923;30927244;392,5739441;393,7101746;393,4647522
25-jan-18 13:20:00;9,051060677;9,018330574;9,061060905;27,1304512;-99,79363251;60,01818085;6069,432617;6069,385254;23,91561127;30927342;389,8746948;391,3108215;390,9654541
25-jan-18 13:20:30;8,747797012;8,717797279;8,760064125;26,22565842;-99,79480743;60,01819229;5847,51709;5847,471191;23,08013916;30927420;389,2613525;390,8613586;390,370697
25-jan-18 13:21:00;12,86491585;12,83491516;12,88217831;38,58200836;-99,79598236;60,01820374;8718,521484;8718,461914;32,07384491;30927472;391,1600342;392,7600403;392,069519
25-jan-18 13:21:30;15,1053133;15,07418251;15,1241827;45,30367661;-99,79715729;60,01821136;10289,93457;10289,86816;37,33892822;30927546;392,2000122;393,8452148;392,8040771
25-jan-18 13:22:00;15,07283878;15,03921032;15,08921051;45,20125961;-99,79833221;60,01822281;10287,43262;10287,36621;38,08832932;30927646;392,2000122;393,9451294;392,3709106
25-jan-18 13:22:30;15,04036522;15,00423908;15,05423927;45,09884262;-99,79950714;60,01823425;10267,95996;10267,89063;38,83773041;30927746;392,2000122;394,0450439;391,9377441
25-jan-18 13:23:00;15,0078907;14,96926689;15,01926708;44,99642563;-99,80068207;60,01824188;10228,06055;10227,98535;39,5871315;30927846;392,2000122;394,1449585;391,5045776
25-jan-18 13:23:30;13,02884483;12,98884487;13,03884506;39,05653381;-99,80185699;60,01825333;8865,389648;8865,31543;35,95638275;30927902;391,4362183;393,4811401;391,0713806
25-jan-18 13:24:00;8,661660194;8,621660233;8,671660423;25,95498085;-99,80303192;60,01826477;5879,885254;5879,822266;26,95187759;30927902;389,7353821;391,8803406;390,6382141
25-jan-18 13:24:30;7,86263752;7,824888229;7,872637749;23,5601635;-99,80420685;60,01827621;5329,737793;5329,68457;23,12544823;30927946;389,3402405;391,4501648;390,8501587
25-jan-18 13:25:00;11,42352772;11,3907795;11,43352795;34,24783707;-99,80538177;60,01828384;7755,335449;7755,291016;25,62607384;30928044;390,5405273;392,4504395;391,8504333
25-jan-18 13:25:30;11,17898178;11,14898205;11,18898201;33,51694489;-99,8065567;60,01829529;7586,314941;7586,261719;26,21141052;30928100;390,5691528;392,4141846;391,746582
25-jan-18 13:26:00;6,293982029;6,263981819;6,303981781;18,86194611;-99,80773163;60,01830673;4253,344727;4253,261719;24,46119118;30928100;389,1689758;391,1140442;390,2964172
25-jan-18 13:26:30;3,646085501;3,616085529;3,656085491;10,91825676;-99,80889893;60,01831818;2487,667725;2487,57373;22,71097183;30928122;387,7687988;389,8138733;388,8462219
25-jan-18 13:27:00;3,726174831;3,69617486;3,736174822;11,15852451;-99,81007385;60,01832581;2633,191162;2633,110107;20,96075439;30928170;386,3686218;388,5137329;387,3960571
25-jan-18 13:27:30;3,8062644;3,776264429;3,816264391;11,39879322;-99,81124878;60,01833725;2680,852295;2680,773926;20,05640221;30928198;385,5322266;387,6870728;386,5322266
25-jan-18 13:28:00;3,886353731;3,85635376;3,896353722;11,63906193;-99,81242371;60,01834869;2609,418457;2609,330078;20,18144608;30928198;385,382019;387,436676;386,382019
25-jan-18 13:28:30;3,966443062;3,936443329;3,976443291;11,87932968;-99,81359863;60,01836014;2605,741943;2605,648926;20,30648804;30928198;385,231781;387,1863098;386,231781
25-jan-18 13:29:00;4,046532631;4,016532898;4,05653286;12,11959839;-99,81477356;60,01836777;2685,047119;2684,956787;20,43153;30928198;385,081543;386,9359131;386,081543
25-jan-18 13:29:30;5,190000057;5,157713413;5,200000286;15,54771328;-99,81594849;60,01837921;3476,80957;3476,731934;20,55657387;30928222;385,9147644;387,623291;386,8690186
25-jan-18 13:30:00;7,595601082;7,55831337;7,605601311;22,75951576;-99,81712341;60,01839066;5114,194824;5114,141113;20,68161583;30928274;387,9152527;389,4237366;388,7695007
25-jan-18 13:30:30;8,06622982;8,026229858;8,076230049;24,16868973;-99,81829834;60,01839828;5428,229492;5428,183594;20,8066597;30928324;387,8578491;389,4405823;388,7492371
25-jan-18 13:31:00;6,244842052;6,204842091;6,254841805;18,70452499;-99,81947327;60,01840973;4174,726563;4174,669434;20,93170166;30928374;385,362793;387,3447571;386,4537964
25-jan-18 13:31:30;7,680828094;7,640828133;7,690827847;23,0124836;-99,82064819;60,01842117;5172,846191;5172,776367;26,43708038;30928422;386,2654419;388,3295288;387,3295288
25-jan-18 13:32:00;13,03743458;12,99743462;13,04743481;39,08230591;-99,82182312;60,01843262;8881,050781;8880,966797;38,41830826;30928472;391,2576294;393,0221863;392,0221863
25-jan-18 13:32:30;15,93858814;15,89858818;15,94858837;47,60728073;-99,82299805;60,01844025;10831,13477;10831,0459;43,98563004;30928544;393,8196716;395,3746033;394,4196777
25-jan-18 13:33:00;15,84669971;15,80669975;15,85669994;46,93556595;-99,82417297;60,01845169;10638,18164;10638,10059;41,73480225;30928644;393,4195251;394,8744202;394,0195313
25-jan-18 13:33:30;15,75481129;15,71481133;15,76481152;46,26384735;-99,8253479;60,01846313;10466,51758;10466,44336;39,48397827;30928744;393,0193787;394,3742371;393,6193848
25-jan-18 13:34:00;15,66292286;15,6229229;15,67292309;45,59213257;-99,82652283;60,01847458;10320,8623;10320,7959;37,2331543;30928844;392,6192322;393,874054;393,2192383
25-jan-18 13:34:30;15,57103443;15,53103447;15,58103466;44,92041779;-99,82769012;60,01848221;10188,19238;10188,12793;36,1508522;30928922;392,3999939;393,7205811;393,0090332
25-jan-18 13:35:00;15,47914505;15,43914509;15,48914528;44,248703;-99,82886505;60,01849365;10071,25488;10071,18848;36,48450089;30928970;392,3999939;393,9872742;393,0290527
25-jan-18 13:35:30;15,38725662;15,34725666;15,39725685;43,862854;-99,83003998;60,0185051;10023,49414;10023,42578;36,81814957;30929042;392,3999939;394,2539673;393,0490723
